customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,segment
CUST004278,32,5,27500.0,5,5,5,555,Champions
CUST004279,81,5,29329.04,5,5,5,555,Champions
CUST004280,327,5,27500.0,3,5,5,355,Loyal Customers
CUST004281,484,4,23939.67,2,4,5,245,About to Sleep
CUST004282,217,5,25721.26,3,5,5,355,Loyal Customers
CUST004283,74,4,16939.87,5,4,4,544,Champions
CUST004284,67,6,30398.98,5,5,5,555,Champions
CUST004285,293,4,21854.57,3,4,5,345,Loyal Customers
CUST004286,43,4,16500.0,5,4,4,544,Champions
CUST004287,235,6,31268.63,3,5,5,355,Loyal Customers
CUST004288,121,4,21630.43,4,4,5,445,Champions
CUST004289,32,5,26495.32,5,5,5,555,Champions
CUST004290,174,4,19284.05,4,4,5,445,Champions
CUST004291,236,4,19000.0,3,4,5,345,Loyal Customers
CUST004292,74,6,31000.0,5,5,5,555,Champions
CUST004293,253,4,21500.0,3,4,5,345,Loyal Customers
CUST004294,138,5,22258.3,4,5,5,455,Champions
CUST004295,97,5,22442.68,5,5,5,555,Champions
CUST004296,304,5,20460.69,3,5,5,355,Loyal Customers
CUST004297,64,5,22674.23,5,5,5,555,Champions
CUST004298,80,6,36000.0,5,5,5,555,Champions
CUST004299,48,6,33109.270000000004,5,5,5,555,Champions
CUST004300,623,4,17572.19,1,4,4,144,At Risk
CUST004301,77,6,30667.42,5,5,5,555,Champions
CUST004302,56,6,26393.13,5,5,5,555,Champions
CUST004303,355,4,19353.35,2,4,5,245,About to Sleep
CUST004304,105,4,21500.0,4,4,5,445,Champions
CUST004305,136,4,16500.0,4,4,4,444,Champions
CUST004306,384,4,21500.0,2,4,5,245,About to Sleep
CUST004307,234,4,16500.0,3,4,4,344,Loyal Customers
CUST004308,286,6,27681.02,3,5,5,355,Loyal Customers
CUST004309,156,4,19000.0,4,4,5,445,Champions
CUST004310,78,4,21500.0,5,4,5,545,Champions
CUST004311,139,4,19000.0,4,4,5,445,Champions
CUST004312,301,4,22412.25,3,4,5,345,Loyal Customers
CUST004313,478,4,15103.43,2,4,4,244,About to Sleep
CUST004314,38,6,26000.0,5,5,5,555,Champions
CUST004315,149,4,17137.84,4,4,4,444,Champions
CUST004316,44,4,24000.0,5,4,5,545,Champions
CUST004317,70,5,26196.44,5,5,5,555,Champions
CUST004318,281,4,19000.0,3,4,5,345,Loyal Customers
CUST004319,120,6,28500.0,4,5,5,455,Champions
CUST004320,396,4,19000.0,2,4,5,245,About to Sleep
CUST004321,212,6,32202.66,3,5,5,355,Loyal Customers
CUST004322,48,5,22813.36,5,5,5,555,Champions
CUST004323,78,6,32158.87,5,5,5,555,Champions
CUST004324,69,5,30000.0,5,5,5,555,Champions
CUST004325,59,5,26625.31,5,5,5,555,Champions
CUST004326,161,4,23538.39,4,4,5,445,Champions
CUST004327,290,4,19000.0,3,4,5,345,Loyal Customers
CUST004328,33,5,26510.010000000002,5,5,5,555,Champions
CUST004329,116,5,21778.15,4,5,5,455,Champions
CUST004330,53,6,26906.46,5,5,5,555,Champions
CUST004331,160,6,28893.17,4,5,5,455,Champions
CUST004332,71,4,19728.45,5,4,5,545,Champions
CUST004333,75,4,19000.0,5,4,5,545,Champions
CUST004334,75,5,20110.239999999998,5,5,5,555,Champions
CUST004335,191,6,26111.77,4,5,5,455,Champions
CUST004336,44,4,19424.260000000002,5,4,5,545,Champions
CUST004337,100,4,18525.239999999998,5,4,5,545,Champions
CUST004338,65,5,30000.0,5,5,5,555,Champions
CUST004339,145,6,29412.010000000002,4,5,5,455,Champions
CUST004340,72,5,20951.56,5,5,5,555,Champions
CUST004341,98,5,25771.17,5,5,5,555,Champions
CUST004342,38,4,19000.0,5,4,5,545,Champions
CUST004343,252,4,17941.12,3,4,4,344,Loyal Customers
CUST004344,74,5,28448.84,5,5,5,555,Champions
CUST004345,244,4,17032.04,3,4,4,344,Loyal Customers
CUST004346,232,4,16500.0,3,4,4,344,Loyal Customers
CUST004347,67,4,23481.41,5,4,5,545,Champions
CUST004348,150,5,24913.03,4,5,5,455,Champions
CUST004349,65,6,24105.56,5,5,5,555,Champions
CUST004350,105,5,25000.0,4,5,5,455,Champions
CUST004351,198,6,29154.46,4,5,5,455,Champions
CUST004352,258,6,31478.53,3,5,5,355,Loyal Customers
CUST004353,98,6,28787.26,5,5,5,555,Champions
CUST004354,168,6,28834.67,4,5,5,455,Champions
CUST004355,187,4,20952.66,4,4,5,445,Champions
CUST004356,122,4,23082.65,4,4,5,445,Champions
CUST004357,280,6,27160.15,3,5,5,355,Loyal Customers
CUST004358,211,6,36000.0,3,5,5,355,Loyal Customers
CUST004359,137,4,20509.5,4,4,5,445,Champions
CUST004360,91,6,26829.58,5,5,5,555,Champions
CUST004361,231,5,27160.96,3,5,5,355,Loyal Customers
CUST004362,72,5,26086.55,5,5,5,555,Champions
CUST004363,106,6,26017.510000000002,4,5,5,455,Champions
CUST004364,399,4,19881.22,2,4,5,245,About to Sleep
CUST004365,562,4,20246.53,1,4,5,145,At Risk
CUST004366,218,6,28705.97,3,5,5,355,Loyal Customers
CUST004367,126,4,18421.78,4,4,5,445,Champions
CUST004368,230,6,33500.0,3,5,5,355,Loyal Customers
CUST004369,56,6,32849.979999999996,5,5,5,555,Champions
CUST004370,40,5,22467.58,5,5,5,555,Champions
CUST004371,66,6,30810.91,5,5,5,555,Champions
CUST004372,100,6,36000.0,5,5,5,555,Champions
CUST004373,62,5,26637.69,5,5,5,555,Champions
CUST004374,66,4,16500.0,5,4,4,544,Champions
CUST004375,113,5,27500.0,4,5,5,455,Champions
CUST004376,92,6,29581.23,5,5,5,555,Champions
CUST004377,129,4,16500.0,4,4,4,444,Champions
CUST004378,241,4,16943.36,3,4,4,344,Loyal Customers
CUST004379,85,6,30454.87,5,5,5,555,Champions
CUST004380,119,6,33500.0,4,5,5,455,Champions
CUST004381,125,5,24174.33,4,5,5,455,Champions
CUST004382,113,4,22369.510000000002,4,4,5,445,Champions
CUST004383,132,6,28526.93,4,5,5,455,Champions
CUST004384,90,4,20111.91,5,4,5,545,Champions
CUST004385,63,6,28437.9,5,5,5,555,Champions
CUST004386,200,5,25000.0,4,5,5,455,Champions
CUST004387,92,6,36000.0,5,5,5,555,Champions
CUST004388,77,4,21402.87,5,4,5,545,Champions
CUST004389,79,4,21500.0,5,4,5,545,Champions
CUST004390,43,5,19745.43,5,5,5,555,Champions
CUST004391,157,4,20523.95,4,4,5,445,Champions
CUST004392,232,5,27274.42,3,5,5,355,Loyal Customers
CUST004393,135,5,24872.05,4,5,5,455,Champions
CUST004394,187,5,24709.22,4,5,5,455,Champions
CUST004395,98,6,29083.829999999998,5,5,5,555,Champions
CUST004396,103,4,19000.0,5,4,5,545,Champions
CUST004397,39,6,26000.0,5,5,5,555,Champions
CUST004398,130,5,25977.53,4,5,5,455,Champions
CUST004399,44,5,20000.0,5,5,5,555,Champions
CUST004400,23,6,26526.78,5,5,5,555,Champions
CUST004401,147,4,21139.18,4,4,5,445,Champions
CUST004402,63,5,22668.739999999998,5,5,5,555,Champions
CUST004403,100,4,22899.37,5,4,5,545,Champions
CUST004404,273,5,25004.83,3,5,5,355,Loyal Customers
CUST004405,140,5,21156.0,4,5,5,455,Champions
CUST004406,81,6,31000.0,5,5,5,555,Champions
CUST004407,83,4,19044.809999999998,5,4,5,545,Champions
CUST004408,173,4,19317.09,4,4,5,445,Champions
CUST004409,52,4,16500.0,5,4,4,544,Champions
CUST004410,68,4,17601.25,5,4,4,544,Champions
CUST004411,58,4,21500.0,5,4,5,545,Champions
CUST004412,261,6,28500.0,3,5,5,355,Loyal Customers
CUST004413,132,4,23715.489999999998,4,4,5,445,Champions
CUST004414,70,6,33500.0,5,5,5,555,Champions
CUST004415,195,5,24298.47,4,5,5,455,Champions
CUST004416,598,5,20167.08,1,5,5,155,At Risk
CUST004417,217,4,18532.45,3,4,5,345,Loyal Customers
CUST004418,60,6,21150.12,5,5,5,555,Champions
CUST004419,248,5,20000.0,3,5,5,355,Loyal Customers
CUST004420,97,6,26000.0,5,5,5,555,Champions
CUST004421,38,5,21953.05,5,5,5,555,Champions
CUST004422,117,4,14000.0,4,4,4,444,Champions
CUST004423,250,4,21500.0,3,4,5,345,Loyal Customers
CUST004424,273,5,26947.05,3,5,5,355,Loyal Customers
CUST004425,91,5,21445.239999999998,5,5,5,555,Champions
CUST004426,99,5,27500.0,5,5,5,555,Champions
CUST004427,246,4,21500.0,3,4,5,345,Loyal Customers
CUST004428,211,5,22803.510000000002,3,5,5,355,Loyal Customers
CUST004429,25,4,16154.810000000001,5,4,4,544,Champions
CUST004430,167,6,22511.6,4,5,5,455,Champions
CUST004431,115,4,16500.0,4,4,4,444,Champions
CUST004432,38,4,19000.0,5,4,5,545,Champions
CUST004433,68,5,24187.08,5,5,5,555,Champions
CUST004434,180,5,22066.38,4,5,5,455,Champions
CUST004435,97,4,19581.75,5,4,5,545,Champions
CUST004436,32,5,22780.05,5,5,5,555,Champions
CUST004437,65,4,19193.62,5,4,5,545,Champions
CUST004438,92,5,27500.0,5,5,5,555,Champions
CUST004439,150,5,22500.0,4,5,5,455,Champions
CUST004440,51,6,32017.71,5,5,5,555,Champions
CUST004441,59,5,24365.3,5,5,5,555,Champions
CUST004442,63,5,18350.94,5,5,5,555,Champions
CUST004443,161,4,23948.760000000002,4,4,5,445,Champions
CUST004444,244,6,26938.78,3,5,5,355,Loyal Customers
CUST004445,98,5,30000.0,5,5,5,555,Champions
CUST004446,89,5,27271.25,5,5,5,555,Champions
CUST004447,122,6,34284.25,4,5,5,455,Champions
CUST004448,197,6,28987.07,4,5,5,455,Champions
CUST004449,85,6,31000.0,5,5,5,555,Champions
CUST004450,255,4,19313.08,3,4,5,345,Loyal Customers
CUST004451,63,5,20805.54,5,5,5,555,Champions
CUST004452,55,4,21500.0,5,4,5,545,Champions
CUST004453,233,5,27500.0,3,5,5,355,Loyal Customers
CUST004454,63,4,23067.98,5,4,5,545,Champions
CUST004455,86,4,16500.0,5,4,4,544,Champions
CUST004456,90,4,24000.0,5,4,5,545,Champions
CUST004457,324,5,30000.0,3,5,5,355,Loyal Customers
CUST004458,86,5,26908.15,5,5,5,555,Champions
CUST004459,93,6,28500.0,5,5,5,555,Champions
CUST004460,72,5,19559.05,5,5,5,555,Champions
CUST004461,98,6,22716.72,5,5,5,555,Champions
CUST004462,403,4,21500.0,2,4,5,245,About to Sleep
CUST004463,85,4,17146.989999999998,5,4,4,544,Champions
CUST004464,45,5,28866.760000000002,5,5,5,555,Champions
CUST004465,85,5,24052.79,5,5,5,555,Champions
CUST004466,139,6,30522.260000000002,4,5,5,455,Champions
CUST004467,91,6,28500.0,5,5,5,555,Champions
CUST004468,55,6,30412.12,5,5,5,555,Champions
CUST004469,55,5,22500.0,5,5,5,555,Champions
CUST004470,46,4,21500.0,5,4,5,545,Champions
CUST004471,307,5,25970.239999999998,3,5,5,355,Loyal Customers
CUST004472,40,5,25000.0,5,5,5,555,Champions
CUST004473,33,4,21500.0,5,4,5,545,Champions
CUST004474,189,5,22158.16,4,5,5,455,Champions
CUST004475,41,6,35883.26,5,5,5,555,Champions
CUST004476,136,5,27387.1,4,5,5,455,Champions
CUST004477,163,4,21500.0,4,4,5,445,Champions
CUST004478,46,5,26169.45,5,5,5,555,Champions
CUST004479,99,4,22901.21,5,4,5,545,Champions
CUST004480,112,5,22974.44,4,5,5,455,Champions
CUST004481,158,5,20688.65,4,5,5,455,Champions
CUST004482,74,6,30901.92,5,5,5,555,Champions
CUST004483,228,4,19398.809999999998,3,4,5,345,Loyal Customers
CUST004484,84,5,24925.48,5,5,5,555,Champions
CUST004485,68,6,31180.260000000002,5,5,5,555,Champions
CUST004486,174,5,24870.98,4,5,5,455,Champions
CUST004487,160,6,29788.28,4,5,5,455,Champions
CUST004488,294,6,33500.0,3,5,5,355,Loyal Customers
CUST004489,83,5,21171.31,5,5,5,555,Champions
CUST004490,68,4,20269.31,5,4,5,545,Champions
CUST004491,249,4,21500.0,3,4,5,345,Loyal Customers
CUST004492,106,5,20837.54,4,5,5,455,Champions
CUST004493,73,6,24371.22,5,5,5,555,Champions
CUST004494,132,5,23848.96,4,5,5,455,Champions
CUST004495,52,4,19000.0,5,4,5,545,Champions
CUST004496,36,5,25000.0,5,5,5,555,Champions
CUST004497,78,5,25948.34,5,5,5,555,Champions
CUST004498,51,5,30000.0,5,5,5,555,Champions
CUST004499,389,6,35374.32,2,5,5,255,About to Sleep
CUST004500,81,6,25695.01,5,5,5,555,Champions
CUST004501,95,4,16390.56,5,4,4,544,Champions
CUST004502,70,4,19000.0,5,4,5,545,Champions
CUST004503,139,5,20171.31,4,5,5,455,Champions
CUST004504,66,5,23317.32,5,5,5,555,Champions
CUST004505,130,5,30000.0,4,5,5,455,Champions
CUST004506,263,4,15887.92,3,4,4,344,Loyal Customers
CUST004507,86,6,26017.53,5,5,5,555,Champions
CUST004508,123,5,25000.0,4,5,5,455,Champions
CUST004509,32,5,25555.059999999998,5,5,5,555,Champions
CUST004510,294,6,24409.95,3,5,5,355,Loyal Customers
CUST004511,180,4,19102.21,4,4,5,445,Champions
CUST004512,46,5,24279.36,5,5,5,555,Champions
CUST004513,111,6,36000.0,4,5,5,455,Champions
CUST004514,60,5,25641.97,5,5,5,555,Champions
CUST004515,121,6,29987.29,4,5,5,455,Champions
CUST004516,170,4,19000.0,4,4,5,445,Champions
CUST004517,54,4,17353.39,5,4,4,544,Champions
CUST004518,66,4,21500.0,5,4,5,545,Champions
CUST004519,184,5,25356.86,4,5,5,455,Champions
CUST004520,120,5,22339.56,4,5,5,455,Champions
CUST004521,115,6,31771.6,4,5,5,455,Champions
CUST004522,149,6,27155.65,4,5,5,455,Champions
CUST004523,60,5,25000.0,5,5,5,555,Champions
CUST004524,238,4,21802.32,3,4,5,345,Loyal Customers
CUST004525,52,6,29560.16,5,5,5,555,Champions
CUST004526,194,5,26491.58,4,5,5,455,Champions
CUST004527,241,5,23108.7,3,5,5,355,Loyal Customers
CUST004528,42,4,19684.92,5,4,5,545,Champions
CUST004529,200,4,19906.989999999998,4,4,5,445,Champions
CUST004530,76,4,17434.81,5,4,4,544,Champions
CUST004531,62,5,21458.83,5,5,5,555,Champions
CUST004532,115,5,27580.62,4,5,5,455,Champions
CUST004533,245,6,30409.66,3,5,5,355,Loyal Customers
CUST004534,37,5,22438.5,5,5,5,555,Champions
CUST004535,361,4,14000.0,2,4,4,244,About to Sleep
CUST004536,348,6,28370.69,2,5,5,255,About to Sleep
CUST004537,75,6,33500.0,5,5,5,555,Champions
CUST004538,454,5,20675.86,2,5,5,255,About to Sleep
CUST004539,285,4,21914.35,3,4,5,345,Loyal Customers
CUST004540,174,5,22500.0,4,5,5,455,Champions
CUST004541,184,6,33500.0,4,5,5,455,Champions
CUST004542,83,5,23353.02,5,5,5,555,Champions
CUST004543,88,6,28500.0,5,5,5,555,Champions
CUST004544,89,4,18393.74,5,4,5,545,Champions
CUST004545,74,6,25327.059999999998,5,5,5,555,Champions
CUST004546,34,5,17500.0,5,5,4,554,Champions
CUST004547,134,5,22208.78,4,5,5,455,Champions
CUST004548,253,5,22500.0,3,5,5,355,Loyal Customers
CUST004549,357,6,32328.97,2,5,5,255,About to Sleep
CUST004550,177,4,18400.42,4,4,5,445,Champions
CUST004551,36,4,19000.0,5,4,5,545,Champions
CUST004552,454,5,23046.48,2,5,5,255,About to Sleep
CUST004553,489,4,19000.0,2,4,5,245,About to Sleep
CUST004554,169,4,17454.37,4,4,4,444,Champions
CUST004555,144,5,24560.35,4,5,5,455,Champions
CUST004556,103,6,33500.0,5,5,5,555,Champions
CUST004557,66,5,24008.36,5,5,5,555,Champions
CUST004558,27,4,19000.0,5,4,5,545,Champions
CUST004559,180,5,25000.0,4,5,5,455,Champions
CUST004560,111,4,20000.21,4,4,5,445,Champions
CUST004561,59,4,21724.77,5,4,5,545,Champions
CUST004562,81,6,35146.07,5,5,5,555,Champions
CUST004563,111,4,19000.0,4,4,5,445,Champions
CUST004564,79,4,16816.940000000002,5,4,4,544,Champions
CUST004565,52,4,18719.11,5,4,5,545,Champions
CUST004566,172,6,31000.0,4,5,5,455,Champions
CUST004567,125,6,33357.479999999996,4,5,5,455,Champions
CUST004568,210,4,21500.0,3,4,5,345,Loyal Customers
CUST004569,71,4,19000.0,5,4,5,545,Champions
CUST004570,186,6,29351.63,4,5,5,455,Champions
CUST004571,175,4,18272.02,4,4,4,444,Champions
CUST004572,48,5,27500.0,5,5,5,555,Champions
CUST004573,37,4,21500.0,5,4,5,545,Champions
CUST004574,77,4,21478.73,5,4,5,545,Champions
CUST004575,204,4,21343.47,3,4,5,345,Loyal Customers
CUST004576,67,6,26000.0,5,5,5,555,Champions
CUST004577,34,6,32393.66,5,5,5,555,Champions
CUST004578,183,5,22500.0,4,5,5,455,Champions
CUST004579,76,5,23121.57,5,5,5,555,Champions
CUST004580,114,6,29167.39,4,5,5,455,Champions
CUST004581,478,4,21500.0,2,4,5,245,About to Sleep
CUST004582,156,4,20620.06,4,4,5,445,Champions
CUST004583,127,5,24022.65,4,5,5,455,Champions
CUST004584,224,5,25000.0,3,5,5,355,Loyal Customers
CUST004585,388,5,25000.0,2,5,5,255,About to Sleep
CUST004586,136,5,23551.42,4,5,5,455,Champions
CUST004587,51,5,24189.72,5,5,5,555,Champions
CUST004588,110,6,29355.489999999998,4,5,5,455,Champions
CUST004589,159,4,21281.54,4,4,5,445,Champions
CUST004590,73,4,20681.88,5,4,5,545,Champions
CUST004591,58,4,21500.0,5,4,5,545,Champions
CUST004592,141,5,23320.510000000002,4,5,5,455,Champions
CUST004593,121,4,19000.0,4,4,5,445,Champions
CUST004594,58,4,14196.17,5,4,4,544,Champions
CUST004595,87,6,28869.6,5,5,5,555,Champions
CUST004596,42,5,23138.61,5,5,5,555,Champions
CUST004597,133,6,27642.87,4,5,5,455,Champions
CUST004598,226,4,21500.0,3,4,5,345,Loyal Customers
CUST004599,105,6,28092.32,4,5,5,455,Champions
CUST004600,142,6,26000.0,4,5,5,455,Champions
CUST004601,76,4,18685.33,5,4,5,545,Champions
CUST004602,63,4,19000.0,5,4,5,545,Champions
CUST004603,130,4,17093.63,4,4,4,444,Champions
CUST004604,76,4,24000.0,5,4,5,545,Champions
CUST004605,78,6,31158.53,5,5,5,555,Champions
CUST004606,69,6,28500.0,5,5,5,555,Champions
CUST004607,105,4,20091.760000000002,4,4,5,445,Champions
CUST004608,49,4,22390.19,5,4,5,545,Champions
CUST004609,175,5,22500.0,4,5,5,455,Champions
CUST004610,134,5,23097.67,4,5,5,455,Champions
CUST004611,83,5,23891.39,5,5,5,555,Champions
CUST004612,602,4,19000.0,1,4,5,145,At Risk
CUST004613,75,6,26824.2,5,5,5,555,Champions
CUST004614,206,6,28143.39,3,5,5,355,Loyal Customers
CUST004615,171,4,20727.13,4,4,5,445,Champions
CUST004616,69,6,31419.010000000002,5,5,5,555,Champions
CUST004617,57,5,24576.12,5,5,5,555,Champions
CUST004618,80,6,28500.0,5,5,5,555,Champions
CUST004619,101,6,26888.72,5,5,5,555,Champions
CUST004620,90,5,28654.69,5,5,5,555,Champions
CUST004621,255,6,32711.4,3,5,5,355,Loyal Customers
CUST004622,100,4,22141.89,5,4,5,545,Champions
CUST004623,149,6,28500.0,4,5,5,455,Champions
CUST004624,146,6,32037.59,4,5,5,455,Champions
CUST004625,44,6,31000.0,5,5,5,555,Champions
CUST004626,108,4,22236.94,4,4,5,445,Champions
CUST004627,106,5,22500.0,4,5,5,455,Champions
CUST004628,88,5,25475.16,5,5,5,555,Champions
CUST004629,152,5,25000.0,4,5,5,455,Champions
CUST004630,58,5,29441.34,5,5,5,555,Champions
CUST004631,98,4,20846.2,5,4,5,545,Champions
CUST004632,72,6,29572.72,5,5,5,555,Champions
CUST004633,78,5,24310.45,5,5,5,555,Champions
CUST004634,173,4,16500.0,4,4,4,444,Champions
CUST004635,152,4,21500.0,4,4,5,445,Champions
CUST004636,201,4,19000.0,4,4,5,445,Champions
CUST004637,58,5,21904.36,5,5,5,555,Champions
CUST004638,63,4,21500.0,5,4,5,545,Champions
CUST004639,161,4,16500.0,4,4,4,444,Champions
CUST004640,86,5,25850.0,5,5,5,555,Champions
CUST004641,95,6,32884.94,5,5,5,555,Champions
CUST004642,214,4,21500.0,3,4,5,345,Loyal Customers
CUST004643,94,6,24766.079999999998,5,5,5,555,Champions
CUST004644,138,5,23450.1,4,5,5,455,Champions
CUST004645,95,5,25117.33,5,5,5,555,Champions
CUST004646,119,4,24000.0,4,4,5,445,Champions
CUST004647,62,6,28352.82,5,5,5,555,Champions
CUST004648,37,6,33500.0,5,5,5,555,Champions
CUST004649,35,5,23786.84,5,5,5,555,Champions
CUST004650,102,5,25000.0,5,5,5,555,Champions
CUST004651,37,5,27500.0,5,5,5,555,Champions
CUST004652,136,5,22500.0,4,5,5,455,Champions
CUST004653,150,4,18125.37,4,4,4,444,Champions
CUST004654,126,4,16500.0,4,4,4,444,Champions
CUST004655,226,4,16500.0,3,4,4,344,Loyal Customers
CUST004656,147,4,18269.09,4,4,4,444,Champions
CUST004657,75,4,18562.04,5,4,5,545,Champions
CUST004658,94,6,29942.55,5,5,5,555,Champions
CUST004659,156,4,19000.0,4,4,5,445,Champions
CUST004660,229,6,29698.91,3,5,5,355,Loyal Customers
CUST004661,56,4,20504.89,5,4,5,545,Champions
CUST004662,51,6,27851.0,5,5,5,555,Champions
CUST004663,302,6,31806.16,3,5,5,355,Loyal Customers
CUST004664,147,6,31498.78,4,5,5,455,Champions
CUST004665,180,4,16500.0,4,4,4,444,Champions
CUST004666,282,4,21642.32,3,4,5,345,Loyal Customers
CUST004667,29,5,25200.83,5,5,5,555,Champions
CUST004668,49,4,20178.56,5,4,5,545,Champions
CUST004669,72,4,18530.53,5,4,5,545,Champions
CUST004670,87,6,32163.88,5,5,5,555,Champions
CUST004671,205,6,31000.0,3,5,5,355,Loyal Customers
CUST004672,125,4,23035.27,4,4,5,445,Champions
CUST004673,114,5,29155.95,4,5,5,455,Champions
CUST004674,148,5,19189.37,4,5,5,455,Champions
CUST004675,99,5,17754.08,5,5,4,554,Champions
CUST004676,87,5,20000.0,5,5,5,555,Champions
CUST004677,129,4,23641.9,4,4,5,445,Champions
CUST004678,240,4,24000.0,3,4,5,345,Loyal Customers
CUST004679,44,6,28351.35,5,5,5,555,Champions
CUST004680,92,6,24256.93,5,5,5,555,Champions
CUST004681,146,5,24592.47,4,5,5,455,Champions
CUST004682,192,5,24324.19,4,5,5,455,Champions
CUST004683,110,5,22500.0,4,5,5,455,Champions
CUST004684,144,4,20934.81,4,4,5,445,Champions
CUST004685,71,4,16927.21,5,4,4,544,Champions
CUST004686,107,6,28500.0,4,5,5,455,Champions
CUST004687,293,5,21262.58,3,5,5,355,Loyal Customers
CUST004688,83,6,26974.41,5,5,5,555,Champions
CUST004689,134,6,32921.49,4,5,5,455,Champions
CUST004690,47,6,24374.32,5,5,5,555,Champions
CUST004691,75,5,22500.0,5,5,5,555,Champions
CUST004692,85,6,27008.1,5,5,5,555,Champions
CUST004693,185,6,31000.0,4,5,5,455,Champions
CUST004694,100,6,29154.73,5,5,5,555,Champions
CUST004695,83,6,28420.809999999998,5,5,5,555,Champions
CUST004696,165,4,15827.59,4,4,4,444,Champions
CUST004697,115,5,22500.0,4,5,5,455,Champions
CUST004698,134,6,32710.9,4,5,5,455,Champions
CUST004699,61,5,25000.0,5,5,5,555,Champions
CUST004700,299,6,32207.42,3,5,5,355,Loyal Customers
CUST004701,61,5,30000.0,5,5,5,555,Champions
CUST004702,115,4,19128.45,4,4,5,445,Champions
CUST004703,104,5,25243.45,5,5,5,555,Champions
CUST004704,33,4,20219.47,5,4,5,545,Champions
CUST004705,180,6,29300.32,4,5,5,455,Champions
CUST004706,88,6,29682.92,5,5,5,555,Champions
CUST004707,224,5,27500.0,3,5,5,355,Loyal Customers
CUST004708,72,6,31000.0,5,5,5,555,Champions
CUST004709,77,5,22500.0,5,5,5,555,Champions
CUST004710,141,6,31000.0,4,5,5,455,Champions
CUST004711,85,6,31000.0,5,5,5,555,Champions
CUST004712,351,4,22374.9,2,4,5,245,About to Sleep
CUST004713,140,4,19353.3,4,4,5,445,Champions
CUST004714,51,4,20562.73,5,4,5,545,Champions
CUST004715,66,6,29254.72,5,5,5,555,Champions
CUST004716,80,4,19000.0,5,4,5,545,Champions
CUST004717,344,5,21347.75,2,5,5,255,About to Sleep
CUST004718,113,5,25034.809999999998,4,5,5,455,Champions
CUST004719,91,6,29895.39,5,5,5,555,Champions
CUST004720,69,4,18031.04,5,4,4,544,Champions
CUST004721,93,6,31221.34,5,5,5,555,Champions
CUST004722,53,4,18805.690000000002,5,4,5,545,Champions
CUST004723,117,4,20985.17,4,4,5,445,Champions
CUST004724,167,5,23018.87,4,5,5,455,Champions
CUST004725,58,4,18333.16,5,4,5,545,Champions
CUST004726,175,4,17843.81,4,4,4,444,Champions
CUST004727,148,4,21500.0,4,4,5,445,Champions
CUST004728,182,5,18944.61,4,5,5,455,Champions
CUST004729,158,6,31000.0,4,5,5,455,Champions
CUST004730,47,4,16500.0,5,4,4,544,Champions
CUST004731,245,5,26177.92,3,5,5,355,Loyal Customers
CUST004732,254,4,19404.18,3,4,5,345,Loyal Customers
CUST004733,76,4,16500.0,5,4,4,544,Champions
CUST004734,60,5,24386.55,5,5,5,555,Champions
CUST004735,223,5,27500.0,3,5,5,355,Loyal Customers
CUST004736,64,5,25827.63,5,5,5,555,Champions
CUST004737,46,5,22496.35,5,5,5,555,Champions
CUST004738,36,6,33500.0,5,5,5,555,Champions
CUST004739,66,6,30015.06,5,5,5,555,Champions
CUST004740,141,5,25000.0,4,5,5,455,Champions
CUST004741,228,5,22500.0,3,5,5,355,Loyal Customers
CUST004742,199,6,28500.0,4,5,5,455,Champions
CUST004743,494,4,22752.489999999998,1,4,5,145,At Risk
CUST004744,54,6,25857.91,5,5,5,555,Champions
CUST004745,106,5,23686.98,4,5,5,455,Champions
CUST004746,64,5,27443.440000000002,5,5,5,555,Champions
CUST004747,104,4,16904.73,5,4,4,544,Champions
CUST004748,111,6,33500.0,4,5,5,455,Champions
CUST004749,48,4,21352.989999999998,5,4,5,545,Champions
CUST004750,180,6,33500.0,4,5,5,455,Champions
CUST004751,132,4,22140.45,4,4,5,445,Champions
CUST004752,66,6,30542.31,5,5,5,555,Champions
CUST004753,62,5,25000.0,5,5,5,555,Champions
CUST004754,367,6,28522.52,2,5,5,255,About to Sleep
CUST004755,132,4,19000.0,4,4,5,445,Champions
CUST004756,136,5,29608.15,4,5,5,455,Champions
CUST004757,47,6,29456.85,5,5,5,555,Champions
CUST004758,106,5,24086.15,4,5,5,455,Champions
CUST004759,241,5,21713.75,3,5,5,355,Loyal Customers
CUST004760,123,5,21199.91,4,5,5,455,Champions
CUST004761,195,4,19189.2,4,4,5,445,Champions
CUST004762,65,6,28326.98,5,5,5,555,Champions
CUST004763,306,4,17094.29,3,4,4,344,Loyal Customers
CUST004764,319,4,20227.84,3,4,5,345,Loyal Customers
CUST004765,120,4,19434.61,4,4,5,445,Champions
CUST004766,105,4,21500.0,4,4,5,445,Champions
CUST004767,168,5,20065.5,4,5,5,455,Champions
CUST004768,58,5,27281.13,5,5,5,555,Champions
CUST004769,49,6,35140.479999999996,5,5,5,555,Champions
CUST004770,244,5,25000.0,3,5,5,355,Loyal Customers
CUST004771,90,5,23729.260000000002,5,5,5,555,Champions
CUST004772,62,5,27426.36,5,5,5,555,Champions
CUST004773,62,6,30987.73,5,5,5,555,Champions
CUST004774,202,4,21500.0,4,4,5,445,Champions
CUST004775,152,6,31838.38,4,5,5,455,Champions
CUST004776,330,4,19000.0,2,4,5,245,About to Sleep
