customer_id,segment,join_date,city,preferred_channel,frequency_target,recency_target,aov_min,aov_max,product_variety,discount_prone
CUST002478,Champions,2022-06-25,Bangalore,Store,9,9,5000,9000,5,False
CUST002479,Champions,2021-01-12,Mumbai,Mobile_App,10,21,5000,9000,5,False
CUST002480,Champions,2020-08-31,Mumbai,Online,8,6,5000,9000,3,False
CUST002481,Champions,2020-07-25,Delhi,Online,7,21,5000,9000,4,False
CUST002482,Champions,2021-04-23,Chennai,Mobile_App,10,30,5000,9000,4,False
CUST002483,Champions,2021-03-04,Chennai,Store,6,14,5000,9000,3,False
CUST002484,Champions,2020-01-04,Pune,Mobile_App,7,14,5000,9000,5,False
CUST002485,Champions,2021-05-07,Chennai,Mobile_App,9,6,5000,9000,4,False
CUST002486,Champions,2020-01-07,Chennai,Store,6,11,5000,9000,3,False
CUST002487,Champions,2020-05-25,Hyderabad,Online,7,20,5000,9000,5,False
CUST002488,Champions,2021-01-03,Mumbai,Store,7,6,5000,9000,4,False
CUST002489,Champions,2022-06-25,Hyderabad,Mobile_App,7,10,5000,9000,5,False
CUST002490,Champions,2020-07-19,Mumbai,Store,12,8,5000,9000,3,True
CUST002491,Champions,2021-11-24,Bangalore,Online,11,25,5000,9000,3,False
CUST002492,Champions,2020-08-03,Hyderabad,Online,7,11,5000,9000,4,False
CUST002493,Champions,2021-06-23,Kolkata,Mobile_App,6,3,5000,9000,3,False
CUST002494,Champions,2020-05-13,Pune,Store,10,12,5000,9000,5,False
CUST002495,Champions,2021-09-05,Kolkata,Mobile_App,7,29,5000,9000,3,False
CUST002496,Champions,2021-08-24,Pune,Mobile_App,8,25,5000,9000,3,False
CUST002497,Champions,2020-02-24,Hyderabad,Store,12,16,5000,9000,5,False
CUST002498,Champions,2020-08-02,Delhi,Online,12,21,5000,9000,5,True
CUST002499,Champions,2021-06-04,Kolkata,Mobile_App,12,16,5000,9000,4,False
CUST002500,Loyal,2021-04-20,Bangalore,Online,6,43,3500,6000,4,False
CUST002501,Loyal,2022-01-02,Ahmedabad,Online,5,57,3500,6000,3,False
CUST002502,Loyal,2022-03-20,Mumbai,Store,4,32,3500,6000,3,False
CUST002503,Loyal,2021-02-09,Pune,Online,5,44,3500,6000,4,True
CUST002504,Loyal,2022-05-12,Chennai,Online,6,25,3500,6000,2,False
CUST002505,Loyal,2020-10-29,Ahmedabad,Mobile_App,5,34,3500,6000,4,True
CUST002506,Loyal,2021-06-08,Chennai,Online,5,49,3500,6000,3,False
CUST002507,Loyal,2022-04-03,Ahmedabad,Online,5,44,3500,6000,2,True
CUST002508,Loyal,2020-08-27,Hyderabad,Mobile_App,4,42,3500,6000,2,False
CUST002509,Loyal,2021-05-28,Delhi,Online,4,26,3500,6000,2,True
CUST002510,Loyal,2020-02-09,Pune,Online,4,41,3500,6000,3,False
CUST002511,Loyal,2022-04-15,Hyderabad,Store,6,58,3500,6000,2,False
CUST002512,Loyal,2022-02-09,Hyderabad,Store,5,38,3500,6000,3,False
CUST002513,Loyal,2021-02-17,Kolkata,Mobile_App,6,20,3500,6000,3,False
CUST002514,Loyal,2022-02-18,Bangalore,Online,4,34,3500,6000,4,False
CUST002515,Loyal,2021-04-30,Pune,Mobile_App,6,55,3500,6000,3,False
CUST002516,Loyal,2021-04-17,Chennai,Store,5,32,3500,6000,3,False
CUST002517,Loyal,2021-12-15,Kolkata,Store,5,48,3500,6000,4,True
CUST002518,Loyal,2020-05-22,Bangalore,Online,6,20,3500,6000,3,False
CUST002519,Loyal,2022-05-04,Chennai,Online,4,46,3500,6000,3,False
CUST002520,Loyal,2021-02-17,Hyderabad,Online,6,21,3500,6000,4,False
CUST002521,Loyal,2020-05-22,Bangalore,Online,6,60,3500,6000,4,False
CUST002522,Loyal,2021-08-10,Kolkata,Online,4,45,3500,6000,2,False
CUST002523,Loyal,2020-07-11,Ahmedabad,Store,5,56,3500,6000,3,False
CUST002524,Loyal,2020-11-07,Delhi,Store,4,55,3500,6000,2,True
CUST002525,Loyal,2021-12-06,Ahmedabad,Store,4,32,3500,6000,2,False
CUST002526,Loyal,2021-01-30,Hyderabad,Store,4,38,3500,6000,4,False
CUST002527,Loyal,2021-04-10,Mumbai,Online,6,20,3500,6000,2,False
CUST002528,Loyal,2021-02-24,Kolkata,Store,4,28,3500,6000,4,False
CUST002529,Loyal,2022-01-30,Delhi,Online,4,28,3500,6000,2,False
CUST002530,Loyal,2022-04-17,Ahmedabad,Store,6,56,3500,6000,3,False
CUST002531,Loyal,2021-05-29,Ahmedabad,Online,4,20,3500,6000,2,False
CUST002532,Loyal,2022-04-24,Kolkata,Mobile_App,4,53,3500,6000,3,False
CUST002533,Loyal,2022-06-19,Ahmedabad,Online,5,56,3500,6000,2,False
CUST002534,Loyal,2020-10-21,Ahmedabad,Online,6,39,3500,6000,3,False
CUST002535,Loyal,2022-04-09,Bangalore,Online,4,31,3500,6000,4,False
CUST002536,Loyal,2021-04-13,Kolkata,Mobile_App,4,56,3500,6000,2,False
CUST002537,Loyal,2020-02-14,Pune,Store,5,60,3500,6000,4,False
CUST002538,Loyal,2020-03-09,Pune,Online,5,55,3500,6000,2,False
CUST002539,Loyal,2020-03-19,Delhi,Mobile_App,5,46,3500,6000,3,True
CUST002540,Loyal,2020-07-31,Mumbai,Online,4,24,3500,6000,4,False
CUST002541,Loyal,2022-02-06,Ahmedabad,Online,5,45,3500,6000,2,False
CUST002542,Loyal,2020-01-11,Hyderabad,Store,6,28,3500,6000,3,False
CUST002543,Loyal,2021-04-20,Ahmedabad,Online,4,25,3500,6000,4,False
CUST002544,Loyal,2021-12-31,Ahmedabad,Store,5,37,3500,6000,2,True
CUST002545,Loyal,2020-01-19,Delhi,Store,5,27,3500,6000,4,False
CUST002546,Loyal,2020-06-21,Delhi,Mobile_App,4,37,3500,6000,2,False
CUST002547,Loyal,2020-07-01,Pune,Mobile_App,4,54,3500,6000,2,False
CUST002548,Loyal,2020-02-18,Delhi,Online,6,39,3500,6000,3,True
CUST002549,Loyal,2020-01-05,Mumbai,Online,4,35,3500,6000,3,False
CUST002550,Loyal,2020-07-23,Delhi,Store,5,21,3500,6000,2,False
CUST002551,Loyal,2020-07-15,Delhi,Store,4,30,3500,6000,4,True
CUST002552,Loyal,2021-03-01,Delhi,Online,5,55,3500,6000,4,True
CUST002553,Loyal,2020-07-31,Kolkata,Online,4,34,3500,6000,2,True
CUST002554,Loyal,2020-11-27,Bangalore,Store,5,40,3500,6000,2,False
CUST002555,Loyal,2021-04-14,Pune,Store,6,37,3500,6000,4,False
CUST002556,Loyal,2020-02-14,Delhi,Store,5,39,3500,6000,4,False
CUST002557,Loyal,2020-04-14,Bangalore,Online,4,58,3500,6000,3,False
CUST002558,Loyal,2021-12-14,Kolkata,Mobile_App,6,28,3500,6000,3,True
CUST002559,Loyal,2022-02-18,Chennai,Mobile_App,5,24,3500,6000,3,True
CUST002560,Loyal,2021-08-22,Ahmedabad,Online,6,60,3500,6000,4,False
CUST002561,Loyal,2021-08-24,Mumbai,Store,4,59,3500,6000,2,False
CUST002562,Loyal,2022-01-25,Kolkata,Store,6,25,3500,6000,2,True
CUST002563,Loyal,2021-05-25,Hyderabad,Store,4,44,3500,6000,2,False
CUST002564,Loyal,2020-08-31,Ahmedabad,Mobile_App,5,28,3500,6000,3,False
CUST002565,Loyal,2022-03-16,Mumbai,Mobile_App,5,38,3500,6000,2,False
CUST002566,Loyal,2022-01-20,Chennai,Online,4,33,3500,6000,4,True
CUST002567,Loyal,2021-11-11,Pune,Mobile_App,6,34,3500,6000,4,False
CUST002568,Loyal,2021-06-17,Chennai,Store,5,60,3500,6000,2,True
CUST002569,Loyal,2021-05-18,Delhi,Store,4,60,3500,6000,2,False
CUST002570,Loyal,2020-05-08,Delhi,Store,6,55,3500,6000,2,False
CUST002571,Loyal,2020-03-21,Kolkata,Mobile_App,5,39,3500,6000,2,False
CUST002572,Loyal,2020-09-07,Kolkata,Store,6,35,3500,6000,3,False
CUST002573,Loyal,2021-04-04,Pune,Online,5,25,3500,6000,3,False
CUST002574,Loyal,2020-06-20,Ahmedabad,Online,5,52,3500,6000,4,False
CUST002575,Loyal,2022-02-17,Bangalore,Online,4,44,3500,6000,3,False
CUST002576,Loyal,2022-02-16,Hyderabad,Mobile_App,6,29,3500,6000,4,False
CUST002577,Loyal,2020-09-20,Kolkata,Online,5,49,3500,6000,3,False
CUST002578,Loyal,2021-09-12,Ahmedabad,Store,5,28,3500,6000,4,False
CUST002579,Loyal,2020-06-07,Pune,Store,4,52,3500,6000,4,False
CUST002580,Loyal,2021-05-18,Kolkata,Online,5,43,3500,6000,3,False
CUST002581,Loyal,2021-10-18,Delhi,Online,4,27,3500,6000,3,False
CUST002582,Loyal,2020-06-15,Pune,Online,5,42,3500,6000,4,False
CUST002583,Loyal,2021-10-12,Chennai,Mobile_App,4,44,3500,6000,3,False
CUST002584,Loyal,2020-09-05,Ahmedabad,Store,5,60,3500,6000,4,False
CUST002585,Loyal,2021-12-15,Bangalore,Online,6,49,3500,6000,4,True
CUST002586,Loyal,2020-09-10,Bangalore,Store,4,25,3500,6000,4,False
CUST002587,Loyal,2021-01-28,Kolkata,Mobile_App,6,25,3500,6000,4,False
CUST002588,Loyal,2022-06-16,Kolkata,Store,5,36,3500,6000,4,False
CUST002589,Loyal,2021-06-29,Kolkata,Mobile_App,5,46,3500,6000,4,False
CUST002590,Loyal,2020-04-21,Chennai,Store,5,33,3500,6000,4,False
CUST002591,Loyal,2020-11-11,Mumbai,Store,5,20,3500,6000,2,True
CUST002592,Loyal,2021-12-14,Kolkata,Mobile_App,5,38,3500,6000,4,False
CUST002593,Loyal,2020-06-29,Chennai,Store,6,28,3500,6000,2,False
CUST002594,Loyal,2021-05-29,Delhi,Online,6,33,3500,6000,2,False
CUST002595,Loyal,2022-02-06,Bangalore,Store,5,46,3500,6000,3,False
CUST002596,Loyal,2021-10-01,Delhi,Mobile_App,4,25,3500,6000,3,True
CUST002597,Loyal,2020-05-07,Hyderabad,Store,5,21,3500,6000,4,False
CUST002598,Loyal,2021-05-11,Delhi,Store,4,37,3500,6000,2,False
CUST002599,Loyal,2022-03-19,Mumbai,Store,4,53,3500,6000,2,False
CUST002600,Loyal,2021-06-16,Hyderabad,Online,5,41,3500,6000,4,False
CUST002601,Loyal,2021-01-14,Chennai,Online,4,43,3500,6000,4,False
CUST002602,Loyal,2021-09-17,Mumbai,Online,5,26,3500,6000,2,False
CUST002603,Loyal,2021-12-16,Kolkata,Mobile_App,4,21,3500,6000,4,True
CUST002604,Loyal,2021-06-27,Hyderabad,Mobile_App,4,43,3500,6000,3,False
CUST002605,Loyal,2021-11-05,Ahmedabad,Mobile_App,5,32,3500,6000,2,False
CUST002606,Loyal,2022-04-12,Chennai,Store,6,43,3500,6000,2,False
CUST002607,Loyal,2022-01-23,Chennai,Mobile_App,5,34,3500,6000,4,False
CUST002608,Loyal,2022-01-26,Delhi,Online,5,50,3500,6000,4,False
CUST002609,Loyal,2020-04-12,Kolkata,Online,6,32,3500,6000,4,True
CUST002610,Loyal,2021-06-16,Mumbai,Store,5,25,3500,6000,3,False
CUST002611,Loyal,2021-07-15,Ahmedabad,Store,5,27,3500,6000,3,False
CUST002612,Loyal,2020-09-03,Pune,Store,4,25,3500,6000,2,False
CUST002613,Loyal,2022-01-02,Mumbai,Store,5,44,3500,6000,3,False
CUST002614,Loyal,2020-09-20,Ahmedabad,Mobile_App,4,28,3500,6000,4,False
CUST002615,Loyal,2021-05-18,Delhi,Mobile_App,5,34,3500,6000,4,False
CUST002616,Loyal,2021-09-07,Delhi,Mobile_App,5,44,3500,6000,4,False
CUST002617,Loyal,2022-01-12,Kolkata,Mobile_App,6,55,3500,6000,3,False
CUST002618,Loyal,2020-08-16,Hyderabad,Store,5,25,3500,6000,2,True
CUST002619,Loyal,2022-01-28,Pune,Mobile_App,4,56,3500,6000,3,True
CUST002620,Loyal,2020-11-16,Kolkata,Mobile_App,6,20,3500,6000,3,True
CUST002621,Loyal,2021-07-02,Pune,Online,5,40,3500,6000,3,False
CUST002622,Loyal,2022-03-26,Bangalore,Mobile_App,6,58,3500,6000,4,False
CUST002623,Loyal,2021-02-08,Mumbai,Mobile_App,5,40,3500,6000,2,False
CUST002624,Loyal,2020-10-30,Pune,Online,6,49,3500,6000,2,False
CUST002625,Loyal,2020-05-29,Mumbai,Mobile_App,5,39,3500,6000,4,False
CUST002626,Loyal,2020-05-06,Hyderabad,Mobile_App,6,50,3500,6000,4,False
CUST002627,Loyal,2021-05-21,Hyderabad,Mobile_App,5,23,3500,6000,3,True
CUST002628,Loyal,2022-01-03,Pune,Mobile_App,4,23,3500,6000,2,False
CUST002629,Loyal,2022-01-14,Kolkata,Online,6,30,3500,6000,2,False
CUST002630,Loyal,2020-12-11,Kolkata,Mobile_App,5,42,3500,6000,3,False
CUST002631,Loyal,2021-06-24,Hyderabad,Online,6,32,3500,6000,4,False
CUST002632,Loyal,2021-02-07,Delhi,Store,5,57,3500,6000,2,False
CUST002633,Loyal,2021-12-27,Hyderabad,Online,6,30,3500,6000,4,True
CUST002634,Loyal,2021-12-13,Ahmedabad,Online,4,33,3500,6000,2,False
CUST002635,Loyal,2020-07-19,Mumbai,Online,6,56,3500,6000,2,False
CUST002636,Loyal,2022-05-29,Bangalore,Online,5,30,3500,6000,2,True
CUST002637,Loyal,2021-04-30,Bangalore,Store,4,52,3500,6000,4,False
CUST002638,Loyal,2021-03-20,Bangalore,Mobile_App,6,45,3500,6000,2,True
CUST002639,Loyal,2020-09-03,Kolkata,Online,5,58,3500,6000,2,False
CUST002640,Loyal,2021-01-19,Delhi,Online,6,44,3500,6000,3,False
CUST002641,Loyal,2021-03-31,Chennai,Store,4,27,3500,6000,2,True
CUST002642,Loyal,2021-10-18,Pune,Store,6,56,3500,6000,4,False
CUST002643,Loyal,2021-12-11,Delhi,Mobile_App,4,44,3500,6000,3,False
CUST002644,Loyal,2021-12-20,Kolkata,Online,6,28,3500,6000,2,False
CUST002645,Loyal,2021-12-31,Bangalore,Online,6,21,3500,6000,3,False
CUST002646,Loyal,2021-07-03,Ahmedabad,Store,6,57,3500,6000,4,False
CUST002647,Loyal,2022-03-20,Delhi,Store,6,27,3500,6000,2,False
CUST002648,Loyal,2021-12-12,Bangalore,Store,6,48,3500,6000,3,True
CUST002649,Loyal,2020-05-11,Pune,Mobile_App,4,25,3500,6000,4,False
CUST002650,Loyal,2022-02-10,Mumbai,Store,4,52,3500,6000,3,False
CUST002651,Loyal,2021-07-11,Bangalore,Online,6,20,3500,6000,2,False
CUST002652,Loyal,2021-06-15,Hyderabad,Mobile_App,6,48,3500,6000,2,False
CUST002653,Loyal,2021-12-12,Chennai,Mobile_App,5,58,3500,6000,4,False
CUST002654,Loyal,2021-12-05,Delhi,Mobile_App,4,35,3500,6000,2,True
CUST002655,Loyal,2020-11-02,Pune,Store,6,55,3500,6000,2,False
CUST002656,Loyal,2020-10-11,Bangalore,Mobile_App,6,47,3500,6000,2,False
CUST002657,Loyal,2020-09-23,Kolkata,Mobile_App,4,45,3500,6000,3,True
CUST002658,Loyal,2020-09-17,Kolkata,Mobile_App,4,54,3500,6000,2,True
CUST002659,Loyal,2022-01-20,Hyderabad,Mobile_App,6,32,3500,6000,4,False
CUST002660,Loyal,2021-11-04,Bangalore,Online,4,40,3500,6000,3,False
CUST002661,Loyal,2021-09-10,Pune,Store,5,27,3500,6000,4,True
CUST002662,Loyal,2021-07-15,Kolkata,Store,5,60,3500,6000,2,False
CUST002663,Loyal,2020-12-07,Hyderabad,Store,4,37,3500,6000,2,True
CUST002664,Loyal,2020-08-15,Kolkata,Store,4,31,3500,6000,4,False
CUST002665,Loyal,2020-11-09,Ahmedabad,Store,6,42,3500,6000,4,False
CUST002666,Loyal,2020-10-15,Hyderabad,Mobile_App,4,23,3500,6000,2,False
CUST002667,Loyal,2022-02-08,Kolkata,Store,5,54,3500,6000,4,False
CUST002668,Loyal,2022-05-20,Kolkata,Online,6,28,3500,6000,3,True
CUST002669,Loyal,2021-06-09,Bangalore,Mobile_App,4,29,3500,6000,3,False
CUST002670,Loyal,2020-09-30,Mumbai,Mobile_App,6,43,3500,6000,4,False
CUST002671,Loyal,2021-11-25,Kolkata,Mobile_App,5,31,3500,6000,3,False
CUST002672,Loyal,2022-03-28,Ahmedabad,Mobile_App,5,37,3500,6000,3,False
CUST002673,Loyal,2022-01-05,Pune,Online,6,25,3500,6000,3,False
CUST002674,Loyal,2020-11-16,Delhi,Mobile_App,4,24,3500,6000,4,False
CUST002675,Loyal,2020-04-05,Bangalore,Mobile_App,4,25,3500,6000,4,False
CUST002676,Loyal,2021-05-19,Mumbai,Online,6,52,3500,6000,4,True
CUST002677,Loyal,2021-05-24,Delhi,Online,4,59,3500,6000,2,False
CUST002678,Loyal,2022-02-02,Mumbai,Mobile_App,5,54,3500,6000,4,False
CUST002679,Loyal,2022-01-26,Mumbai,Mobile_App,5,30,3500,6000,4,False
CUST002680,Loyal,2022-02-21,Pune,Store,4,43,3500,6000,2,False
CUST002681,Loyal,2020-02-22,Kolkata,Online,5,30,3500,6000,3,False
CUST002682,Loyal,2020-12-12,Pune,Mobile_App,4,38,3500,6000,3,False
CUST002683,Loyal,2020-09-28,Pune,Store,6,60,3500,6000,4,False
CUST002684,Loyal,2020-11-08,Mumbai,Online,6,51,3500,6000,2,False
CUST002685,Loyal,2021-09-22,Ahmedabad,Online,5,42,3500,6000,2,True
CUST002686,Loyal,2022-06-30,Bangalore,Online,5,20,3500,6000,2,False
CUST002687,Loyal,2020-07-21,Delhi,Mobile_App,6,29,3500,6000,3,True
CUST002688,Loyal,2021-05-14,Mumbai,Store,6,36,3500,6000,2,False
CUST002689,Loyal,2021-01-18,Hyderabad,Online,5,31,3500,6000,4,False
CUST002690,Loyal,2020-04-21,Ahmedabad,Mobile_App,5,30,3500,6000,2,False
CUST002691,Loyal,2021-03-20,Mumbai,Online,6,32,3500,6000,2,True
CUST002692,Loyal,2020-02-11,Bangalore,Online,5,41,3500,6000,2,True
CUST002693,Loyal,2020-07-22,Ahmedabad,Mobile_App,5,27,3500,6000,3,False
CUST002694,Loyal,2021-05-22,Bangalore,Online,5,52,3500,6000,4,False
CUST002695,Loyal,2022-05-13,Kolkata,Store,4,26,3500,6000,2,True
CUST002696,Loyal,2020-12-18,Mumbai,Mobile_App,4,23,3500,6000,4,False
CUST002697,Loyal,2021-03-15,Mumbai,Online,5,38,3500,6000,3,False
CUST002698,Loyal,2022-02-18,Kolkata,Store,6,29,3500,6000,4,False
CUST002699,Loyal,2020-09-12,Hyderabad,Store,5,35,3500,6000,4,False
CUST002700,Loyal,2020-07-22,Ahmedabad,Mobile_App,4,52,3500,6000,4,True
CUST002701,Loyal,2022-05-25,Bangalore,Store,4,28,3500,6000,3,True
CUST002702,Loyal,2020-07-15,Bangalore,Online,4,59,3500,6000,2,True
CUST002703,Loyal,2020-02-22,Kolkata,Online,6,39,3500,6000,4,False
CUST002704,Loyal,2020-08-24,Pune,Online,5,50,3500,6000,2,False
CUST002705,Loyal,2021-10-21,Mumbai,Online,4,37,3500,6000,3,False
CUST002706,Loyal,2020-12-25,Kolkata,Store,5,23,3500,6000,2,True
CUST002707,Loyal,2020-02-23,Chennai,Store,5,50,3500,6000,3,False
CUST002708,Loyal,2020-04-13,Kolkata,Store,5,51,3500,6000,3,False
CUST002709,Loyal,2020-04-24,Delhi,Mobile_App,4,55,3500,6000,2,False
CUST002710,Loyal,2022-01-29,Chennai,Mobile_App,6,53,3500,6000,4,False
CUST002711,Loyal,2021-10-27,Hyderabad,Store,6,44,3500,6000,2,False
CUST002712,Loyal,2020-05-13,Delhi,Store,6,32,3500,6000,2,False
CUST002713,Loyal,2020-04-11,Delhi,Mobile_App,6,41,3500,6000,3,False
CUST002714,Loyal,2022-02-18,Pune,Mobile_App,6,29,3500,6000,2,True
CUST002715,Loyal,2021-03-04,Hyderabad,Mobile_App,5,43,3500,6000,3,False
CUST002716,Loyal,2020-04-30,Kolkata,Store,5,46,3500,6000,4,False
CUST002717,Loyal,2021-05-30,Mumbai,Store,6,37,3500,6000,4,False
CUST002718,Loyal,2020-10-23,Mumbai,Mobile_App,4,32,3500,6000,4,False
CUST002719,Loyal,2021-05-21,Delhi,Store,5,52,3500,6000,3,False
CUST002720,Loyal,2021-02-03,Kolkata,Mobile_App,5,33,3500,6000,2,True
CUST002721,Loyal,2021-08-08,Pune,Mobile_App,6,20,3500,6000,4,False
CUST002722,Loyal,2021-12-25,Hyderabad,Online,4,38,3500,6000,4,False
CUST002723,Loyal,2020-05-01,Bangalore,Store,4,54,3500,6000,2,False
CUST002724,Loyal,2021-10-16,Bangalore,Online,4,37,3500,6000,2,False
CUST002725,Loyal,2020-09-11,Pune,Mobile_App,4,20,3500,6000,4,False
CUST002726,Loyal,2021-09-11,Chennai,Online,4,55,3500,6000,3,False
CUST002727,Loyal,2021-02-22,Hyderabad,Online,4,60,3500,6000,2,False
CUST002728,Loyal,2020-08-12,Hyderabad,Store,5,21,3500,6000,4,False
CUST002729,Loyal,2022-06-07,Delhi,Mobile_App,6,44,3500,6000,4,False
CUST002730,Loyal,2021-10-03,Pune,Online,4,40,3500,6000,3,False
CUST002731,Loyal,2021-10-06,Kolkata,Store,5,34,3500,6000,4,False
CUST002732,Loyal,2021-01-12,Bangalore,Online,4,51,3500,6000,2,False
CUST002733,Loyal,2022-04-15,Bangalore,Store,6,51,3500,6000,4,True
CUST002734,Loyal,2020-10-15,Mumbai,Online,4,31,3500,6000,3,False
CUST002735,Loyal,2020-07-11,Delhi,Store,4,47,3500,6000,2,False
CUST002736,Loyal,2021-10-22,Kolkata,Store,6,53,3500,6000,2,False
CUST002737,Loyal,2022-04-07,Mumbai,Mobile_App,4,44,3500,6000,3,True
CUST002738,Loyal,2022-04-26,Mumbai,Mobile_App,4,28,3500,6000,2,False
CUST002739,Loyal,2020-10-01,Bangalore,Mobile_App,6,20,3500,6000,2,False
CUST002740,Loyal,2020-04-18,Chennai,Mobile_App,4,32,3500,6000,2,False
CUST002741,Loyal,2021-07-30,Ahmedabad,Store,5,41,3500,6000,3,True
CUST002742,Loyal,2020-02-27,Hyderabad,Mobile_App,6,27,3500,6000,2,False
CUST002743,Loyal,2020-04-15,Hyderabad,Store,6,46,3500,6000,2,True
CUST002744,Loyal,2020-08-17,Mumbai,Store,5,44,3500,6000,2,False
CUST002745,Loyal,2020-10-20,Pune,Mobile_App,5,27,3500,6000,3,True
CUST002746,Loyal,2020-04-22,Pune,Store,5,42,3500,6000,2,False
CUST002747,Loyal,2020-05-01,Chennai,Store,4,58,3500,6000,2,True
CUST002748,Loyal,2021-06-27,Chennai,Mobile_App,4,47,3500,6000,2,False
CUST002749,Loyal,2021-12-04,Hyderabad,Mobile_App,5,42,3500,6000,2,False
CUST002750,Loyal,2021-05-26,Chennai,Online,6,24,3500,6000,2,False
CUST002751,Loyal,2020-06-01,Bangalore,Online,4,44,3500,6000,3,False
CUST002752,Loyal,2022-03-15,Ahmedabad,Store,4,56,3500,6000,3,False
CUST002753,Loyal,2020-10-12,Bangalore,Store,5,28,3500,6000,2,False
CUST002754,Loyal,2020-12-27,Chennai,Online,5,50,3500,6000,4,False
CUST002755,Loyal,2021-09-08,Chennai,Store,6,35,3500,6000,3,False
CUST002756,Loyal,2021-05-24,Ahmedabad,Mobile_App,6,34,3500,6000,3,True
CUST002757,Loyal,2022-01-02,Kolkata,Mobile_App,6,34,3500,6000,4,True
CUST002758,Loyal,2021-01-05,Mumbai,Store,4,43,3500,6000,4,False
CUST002759,Loyal,2020-05-16,Delhi,Store,5,43,3500,6000,2,False
CUST002760,Loyal,2020-05-27,Kolkata,Store,4,34,3500,6000,2,False
CUST002761,Loyal,2020-04-30,Bangalore,Online,6,21,3500,6000,4,False
CUST002762,Loyal,2021-01-15,Mumbai,Mobile_App,4,57,3500,6000,2,False
CUST002763,Loyal,2021-08-31,Bangalore,Store,4,43,3500,6000,2,True
CUST002764,Loyal,2020-03-19,Mumbai,Mobile_App,5,29,3500,6000,2,False
CUST002765,Loyal,2020-05-23,Hyderabad,Online,5,41,3500,6000,3,False
CUST002766,Loyal,2021-12-12,Mumbai,Online,4,29,3500,6000,2,False
CUST002767,Loyal,2020-02-02,Bangalore,Mobile_App,4,20,3500,6000,3,False
CUST002768,Loyal,2021-11-27,Ahmedabad,Mobile_App,6,36,3500,6000,4,False
CUST002769,Loyal,2021-12-27,Pune,Online,4,37,3500,6000,2,False
CUST002770,Loyal,2020-05-08,Pune,Online,6,23,3500,6000,2,False
CUST002771,Loyal,2022-04-22,Delhi,Mobile_App,5,50,3500,6000,3,False
CUST002772,Loyal,2021-02-18,Kolkata,Store,4,43,3500,6000,4,False
CUST002773,Loyal,2020-10-03,Delhi,Store,4,43,3500,6000,4,False
CUST002774,Loyal,2020-12-09,Mumbai,Store,5,30,3500,6000,4,True
CUST002775,Loyal,2020-08-04,Mumbai,Online,4,55,3500,6000,2,False
CUST002776,Loyal,2020-02-03,Pune,Online,4,56,3500,6000,4,True
CUST002777,Loyal,2022-03-20,Ahmedabad,Store,4,40,3500,6000,2,False
CUST002778,Loyal,2020-01-09,Chennai,Online,5,52,3500,6000,2,False
CUST002779,Loyal,2021-02-04,Chennai,Store,6,26,3500,6000,3,False
CUST002780,Loyal,2022-01-29,Delhi,Mobile_App,4,21,3500,6000,4,False
CUST002781,Loyal,2021-05-03,Mumbai,Online,4,29,3500,6000,4,False
CUST002782,Loyal,2022-06-25,Delhi,Mobile_App,4,33,3500,6000,4,False
CUST002783,Loyal,2022-02-26,Bangalore,Mobile_App,6,58,3500,6000,4,False
CUST002784,Loyal,2022-02-26,Chennai,Online,4,41,3500,6000,3,False
CUST002785,Loyal,2022-05-26,Kolkata,Store,6,44,3500,6000,2,False
CUST002786,Loyal,2021-09-17,Delhi,Store,6,60,3500,6000,3,True
CUST002787,Loyal,2020-01-16,Bangalore,Online,6,25,3500,6000,3,True
CUST002788,Loyal,2020-11-17,Bangalore,Online,4,24,3500,6000,3,False
CUST002789,Loyal,2020-12-27,Delhi,Store,4,49,3500,6000,3,False
CUST002790,Loyal,2020-09-19,Ahmedabad,Mobile_App,4,27,3500,6000,4,False
CUST002791,Loyal,2021-01-07,Hyderabad,Online,5,59,3500,6000,4,True
CUST002792,Loyal,2021-01-10,Chennai,Online,4,46,3500,6000,4,False
CUST002793,Loyal,2022-06-17,Mumbai,Mobile_App,6,23,3500,6000,4,False
CUST002794,Loyal,2021-12-17,Mumbai,Store,4,38,3500,6000,3,True
CUST002795,Loyal,2021-02-12,Delhi,Store,5,49,3500,6000,4,True
CUST002796,Loyal,2021-04-22,Ahmedabad,Mobile_App,6,49,3500,6000,2,True
CUST002797,Loyal,2022-01-19,Delhi,Online,5,32,3500,6000,3,False
CUST002798,Loyal,2020-11-20,Chennai,Mobile_App,5,33,3500,6000,4,False
CUST002799,Loyal,2020-04-27,Hyderabad,Online,4,54,3500,6000,2,False
CUST002800,Loyal,2020-05-29,Pune,Online,6,22,3500,6000,4,False
CUST002801,Loyal,2020-03-04,Chennai,Online,5,33,3500,6000,2,False
CUST002802,Loyal,2020-01-24,Kolkata,Online,5,60,3500,6000,2,True
CUST002803,Loyal,2020-03-11,Hyderabad,Online,4,39,3500,6000,4,False
CUST002804,Loyal,2021-03-05,Pune,Mobile_App,5,31,3500,6000,2,True
CUST002805,Loyal,2021-03-14,Chennai,Online,4,32,3500,6000,3,False
CUST002806,Loyal,2021-05-08,Ahmedabad,Mobile_App,6,30,3500,6000,4,False
CUST002807,Loyal,2021-12-10,Kolkata,Store,6,58,3500,6000,2,True
CUST002808,Loyal,2021-11-14,Bangalore,Online,6,40,3500,6000,2,True
